state,target,city
North Carolina,"Wake County, North Carolina",County
North Carolina,"Apex town, North Carolina",Town
North Carolina,"Asheville city, North Carolina",City
North Carolina,"Cary town, North Carolina",Town
North Carolina,"Chapel Hill town, North Carolina",Town
North Carolina,"Charlotte city, North Carolina",City
North Carolina,"Concord city, North Carolina",City
North Carolina,"Cornelius town, North Carolina",Town
North Carolina,"Durham city, North Carolina",City
North Carolina,"Holly Springs town, North Carolina",Town
North Carolina,"Huntersville town, North Carolina",Town
North Carolina,"Indian Trail town, North Carolina",Town
North Carolina,"Matthews town, North Carolina",Town
North Carolina,"Mint Hill town, North Carolina",Town
North Carolina,"Mooresville town, North Carolina",Town
North Carolina,"Raleigh city, North Carolina",City
North Carolina,"Wake Forest town, North Carolina",Town
North Dakota,"Burleigh County, North Dakota",County
North Dakota,"Cass County, North Dakota",County
North Dakota,"Bismarck city, North Dakota",City
North Dakota,"Fargo city, North Dakota",City
North Dakota,"Grand Forks city, North Dakota",City
North Dakota,"West Fargo city, North Dakota",City
Ohio,"Delaware County, Ohio",County
Ohio,"Geauga County, Ohio",County
Ohio,"Medina County, Ohio",County
Ohio,"Warren County, Ohio",County
Ohio,"Wood County, Ohio",County
Ohio,"Austintown CDP, Ohio",Census Defined Place (CDP)
Ohio,"Beavercreek city, Ohio",City
Ohio,"Bowling Green city, Ohio",City
Ohio,"Brunswick city, Ohio",City
Ohio,"Delaware city, Ohio",City
Ohio,"Dublin city, Ohio",City
Ohio,"Fairfield city, Ohio",City
Ohio,"Gahanna city, Ohio",City
Ohio,"Grove City city, Ohio",City
Ohio,"Hilliard city, Ohio",City
Ohio,"Mason city, Ohio",City
Ohio,"Medina city, Ohio",City
Ohio,"Mentor city, Ohio",City
Ohio,"North Ridgeville city, Ohio",City
Ohio,"North Royalton city, Ohio",City
Ohio,"Parma city, Ohio",City
Ohio,"Reynoldsburg city, Ohio",City
Ohio,"Stow city, Ohio",City
Ohio,"Strongsville city, Ohio",City
Ohio,"Upper Arlington city, Ohio",City
Ohio,"Westerville city, Ohio",City
Ohio,"Westlake city, Ohio",City
Oklahoma,"Canadian County, Oklahoma",County
Oklahoma,"Cleveland County, Oklahoma",County
Oklahoma,"Broken Arrow city, Oklahoma",City
Oklahoma,"Edmond city, Oklahoma",City
Oklahoma,"Moore city, Oklahoma",City
Oklahoma,"Norman city, Oklahoma",City
Oklahoma,"Owasso city, Oklahoma",City
Oklahoma,"Yukon city, Oklahoma",City
Oregon,"Clackamas County, Oregon",County
Oregon,"Deschutes County, Oregon",County
Oregon,"Jackson County, Oregon",County
Oregon,"Lane County, Oregon",County
Oregon,"Linn County, Oregon",County
Oregon,"Marion County, Oregon",County
Oregon,"Multnomah County, Oregon",County
Oregon,"Washington County, Oregon",County
Oregon,"Yamhill County, Oregon",County
Oregon,"Albany city, Oregon",City
Oregon,"Aloha CDP, Oregon",Census Defined Place (CDP)
Oregon,"Beaverton city, Oregon",City
Oregon,"Bend city, Oregon",City
Oregon,"Corvallis city, Oregon",City
Oregon,"Eugene city, Oregon",City
Oregon,"Grants Pass city, Oregon",City
Oregon,"Gresham city, Oregon",City
Oregon,"Hillsboro city, Oregon",City
Oregon,"Keizer city, Oregon",City
Oregon,"Lake Oswego city, Oregon",City
Oregon,"McMinnville city, Oregon",City
Oregon,"Medford city, Oregon",City
Oregon,"Oregon City city, Oregon",City
Oregon,"Portland city, Oregon",City
Oregon,"Redmond city, Oregon",City
Oregon,"Salem city, Oregon",City
Oregon,"Springfield city, Oregon",City
Oregon,"Tigard city, Oregon",City
Oregon,"Tualatin city, Oregon",City
Oregon,"West Linn city, Oregon",City
Pennsylvania,"Bucks County, Pennsylvania",County
Pennsylvania,"Centre County, Pennsylvania",County
Pennsylvania,"Chester County, Pennsylvania",County
Pennsylvania,"Lancaster County, Pennsylvania",County
Pennsylvania,"Lehigh County, Pennsylvania",County
Pennsylvania,"Montgomery County, Pennsylvania",County
Pennsylvania,"York County, Pennsylvania",County
Pennsylvania,"Allentown city, Pennsylvania",City
Pennsylvania,"Bethel Park municipality, Pennsylvania",Municipality
Pennsylvania,"Bethlehem city, Pennsylvania",City
Pennsylvania,"Levittown CDP, Pennsylvania",Census Defined Place (CDP)
Pennsylvania,"State College borough, Pennsylvania",Borough
Rhode Island,"Washington County, Rhode Island",County
Rhode Island,"Cranston city, Rhode Island",City
Rhode Island,"East Providence city, Rhode Island",City
South Carolina,"Beaufort County, South Carolina",County
South Carolina,"Charleston County, South Carolina",County
South Carolina,"Charleston city, South Carolina",City
South Carolina,"Goose Creek city, South Carolina",City
South Carolina,"Greer city, South Carolina",City
South Carolina,"Hilton Head Island town, South Carolina",Town
South Carolina,"Mount Pleasant town, South Carolina",Town
South Carolina,"Myrtle Beach city, South Carolina",City
South Dakota,"Minnehaha County, South Dakota",County
South Dakota,"Pennington County, South Dakota",County
South Dakota,"Aberdeen city, South Dakota",City
South Dakota,"Rapid City city, South Dakota",City
South Dakota,"Sioux Falls city, South Dakota",City
Tennessee,"Rutherford County, Tennessee",County
Tennessee,"Williamson County, Tennessee",County
Tennessee,"Wilson County, Tennessee",County
Tennessee,"Bartlett city, Tennessee",City
Tennessee,"Brentwood city, Tennessee",City
Tennessee,"Collierville town, Tennessee",Town
Tennessee,"Franklin city, Tennessee",City
Tennessee,"Gallatin city, Tennessee",City
Tennessee,"Germantown city, Tennessee",City
Tennessee,"Hendersonville city, Tennessee",City
Tennessee,"La Vergne city, Tennessee",City
Tennessee,"Maryville city, Tennessee",City
Tennessee,"Mount Juliet city, Tennessee",City
Tennessee,"Murfreesboro city, Tennessee",City
Tennessee,"Smyrna town, Tennessee",Town
Tennessee,"Spring Hill city, Tennessee",City
Texas,"Bexar County, Texas",County
Texas,"Brazos County, Texas",County
Texas,"Collin County, Texas",County
Texas,"Comal County, Texas",County
Texas,"Dallas County, Texas",County
Texas,"Denton County, Texas",County
Texas,"El Paso County, Texas",County
Texas,"Fort Bend County, Texas",County
Texas,"Guadalupe County, Texas",County
Texas,"Harris County, Texas",County
Texas,"Hays County, Texas",County
Texas,"Midland County, Texas",County
Texas,"Rockwall County, Texas",County
Texas,"Tarrant County, Texas",County
Texas,"Travis County, Texas",County
Texas,"Webb County, Texas",County
Texas,"Williamson County, Texas",County
Texas,"Allen city, Texas",City
Texas,"Alvin city, Texas",City
Texas,"Arlington city, Texas",City
Texas,"Atascocita CDP, Texas",Census Defined Place (CDP)
Texas,"Austin city, Texas",City
Texas,"Balch Springs city, Texas",City
Texas,"Bedford city, Texas",City
Texas,"Brownsville city, Texas",City
Texas,"Bryan city, Texas",City
Texas,"Burleson city, Texas",City
Texas,"Carrollton city, Texas",City
Texas,"Cedar Hill city, Texas",City
Texas,"Cedar Park city, Texas",City
Texas,"Channelview CDP, Texas",Census Defined Place (CDP)
Texas,"Cibolo city, Texas",City
Texas,"College Station city, Texas",City
Texas,"Colleyville city, Texas",City
Texas,"Coppell city, Texas",City
Texas,"Deer Park city, Texas",City
Texas,"Denton city, Texas",City
Texas,"DeSoto city, Texas",City
Texas,"El Paso city, Texas",City
Texas,"Euless city, Texas",City
Texas,"Farmers Branch city, Texas",City
Texas,"Flower Mound town, Texas",Town
Texas,"Fort Worth city, Texas",City
Texas,"Friendswood city, Texas",City
Texas,"Frisco city, Texas",City
Texas,"Garland city, Texas",City
Texas,"Georgetown city, Texas",City
Texas,"Grapevine city, Texas",City
Texas,"Haltom City city, Texas",City
Texas,"Harker Heights city, Texas",City
Texas,"Hurst city, Texas",City
Texas,"Irving city, Texas",City
Texas,"Keller city, Texas",City
Texas,"Kyle city, Texas",City
Texas,"Lake Jackson city, Texas",City
Texas,"Lancaster city, Texas",City
Texas,"La Porte city, Texas",City
Texas,"Laredo city, Texas",City
Texas,"League City city, Texas",City
Texas,"Leander city, Texas",City
Texas,"Lewisville city, Texas",City
Texas,"Little Elm city, Texas",City
Texas,"McAllen city, Texas",City
Texas,"McKinney city, Texas",City
Texas,"Mansfield city, Texas",City
Texas,"Mesquite city, Texas",City
Texas,"Midland city, Texas",City
Texas,"Mission city, Texas",City
Texas,"Mission Bend CDP, Texas",Census Defined Place (CDP)
Texas,"Missouri City city, Texas",City
Texas,"New Braunfels city, Texas",City
Texas,"North Richland Hills city, Texas",City
Texas,"Pasadena city, Texas",City
Texas,"Pearland city, Texas",City
Texas,"Pflugerville city, Texas",City
Texas,"Pharr city, Texas",City
Texas,"Plano city, Texas",City
Texas,"Richardson city, Texas",City
Texas,"Rockwall city, Texas",City
Texas,"Round Rock city, Texas",City
Texas,"Rowlett city, Texas",City
Texas,"San Antonio city, Texas",City
Texas,"San Juan city, Texas",City
Texas,"San Marcos city, Texas",City
Texas,"Schertz city, Texas",City
Texas,"Southlake city, Texas",City
Texas,"Spring CDP, Texas",Census Defined Place (CDP)
Texas,"Sugar Land city, Texas",City
Texas,"The Colony city, Texas",City
Texas,"The Woodlands CDP, Texas",Census Defined Place (CDP)
Texas,"Timberwood Park CDP, Texas",Census Defined Place (CDP)
Texas,"Waxahachie city, Texas",City
Texas,"Wylie city, Texas",City
Utah,"Cache County, Utah",County
Utah,"Davis County, Utah",County
Utah,"Salt Lake County, Utah",County
Utah,"Utah County, Utah",County
Utah,"Washington County, Utah",County
Utah,"Weber County, Utah",County
Utah,"American Fork city, Utah",City
Utah,"Bountiful city, Utah",City
Utah,"Cedar City city, Utah",City
Utah,"Cottonwood Heights city, Utah",City
Utah,"Draper city, Utah",City
Utah,"Eagle Mountain city, Utah",City
Utah,"Herriman city, Utah",City
Utah,"Kaysville city, Utah",City
Utah,"Kearns CDP, Utah",Census Defined Place (CDP)
Utah,"Layton city, Utah",City
Utah,"Lehi city, Utah",City
Utah,"Logan city, Utah",City
Utah,"Magna CDP, Utah",Census Defined Place (CDP)
Utah,"Midvale city, Utah",City
Utah,"Millcreek city, Utah",City
Utah,"Murray city, Utah",City
Utah,"Orem city, Utah",City
Utah,"Pleasant Grove city, Utah",City
Utah,"Provo city, Utah",City
Utah,"Riverton city, Utah",City
Utah,"Roy city, Utah",City
Utah,"St. George city, Utah",City
Utah,"Sandy city, Utah",City
Utah,"Saratoga Springs city, Utah",City
Utah,"South Jordan city, Utah",City
Utah,"Spanish Fork city, Utah",City
Utah,"Springville city, Utah",City
Utah,"Syracuse city, Utah",City
Utah,"Taylorsville city, Utah",City
Utah,"Tooele city, Utah",City
Utah,"West Jordan city, Utah",City
Utah,"West Valley City city, Utah",City
Vermont,"Chittenden County, Vermont",County
Vermont,"Burlington city, Vermont",City
Virginia,"Arlington County, Virginia",County
Virginia,"Chesterfield County, Virginia",County
Virginia,"Fairfax County, Virginia",County
Virginia,"Hanover County, Virginia",County
Virginia,"Henrico County, Virginia",County
Virginia,"Loudoun County, Virginia",County
Virginia,"Prince William County, Virginia",County
Virginia,"Roanoke County, Virginia",County
Virginia,"Spotsylvania County, Virginia",County
Virginia,"Stafford County, Virginia",County
Virginia,"Charlottesville city, Virginia",City
Virginia,"Chesapeake city, Virginia",City
Virginia,"Fredericksburg city, Virginia",City
Virginia,"Harrisonburg city, Virginia",City
Virginia,"Manassas city, Virginia",City
Virginia,"Virginia Beach city, Virginia",City
Virginia,"Annandale CDP, Virginia",Census Defined Place (CDP)
Virginia,"Arlington CDP, Virginia",Census Defined Place (CDP)
Virginia,"Ashburn CDP, Virginia",Census Defined Place (CDP)
Virginia,"Blacksburg town, Virginia",Town
Virginia,"Burke CDP, Virginia",Census Defined Place (CDP)
Virginia,"Cave Spring CDP, Virginia",Census Defined Place (CDP)
Virginia,"Centreville CDP, Virginia",Census Defined Place (CDP)
Virginia,"Charlottesville city, Virginia",City
Virginia,"Chesapeake city, Virginia",City
Virginia,"Dale City CDP, Virginia",Census Defined Place (CDP)
Virginia,"Fair Oaks CDP, Virginia",Census Defined Place (CDP)
Virginia,"Fredericksburg city, Virginia",City
Virginia,"Harrisonburg city, Virginia",City
Virginia,"Lake Ridge CDP, Virginia",Census Defined Place (CDP)
Virginia,"Leesburg town, Virginia",Town
Virginia,"Linton Hall CDP, Virginia",Census Defined Place (CDP)
Virginia,"McLean CDP, Virginia",Census Defined Place (CDP)
Virginia,"Manassas city, Virginia",City
Virginia,"Marumsco CDP, Virginia",Census Defined Place (CDP)
Virginia,"Mechanicsville CDP, Virginia",Census Defined Place (CDP)
Virginia,"Oakton CDP, Virginia",Census Defined Place (CDP)
Virginia,"Reston CDP, Virginia",Census Defined Place (CDP)
Virginia,"Short Pump CDP, Virginia",Census Defined Place (CDP)
Virginia,"South Riding CDP, Virginia",Census Defined Place (CDP)
Virginia,"Springfield CDP, Virginia",Census Defined Place (CDP)
Virginia,"Sterling CDP, Virginia",Census Defined Place (CDP)
Virginia,"Tuckahoe CDP, Virginia",Census Defined Place (CDP)
Virginia,"Virginia Beach city, Virginia",City
Virginia,"West Falls Church CDP, Virginia",Census Defined Place (CDP)
Washington,"Benton County, Washington",County
Washington,"Clark County, Washington",County
Washington,"King County, Washington",County
Washington,"Pierce County, Washington",County
Washington,"Snohomish County, Washington",County
Washington,"Thurston County, Washington",County
Washington,"Whatcom County, Washington",County
Washington,"Yakima County, Washington",County
Washington,"Auburn city, Washington",City
Washington,"Bellevue city, Washington",City
Washington,"Bellingham city, Washington",City
Washington,"Bothell city, Washington",City
Washington,"Des Moines city, Washington",City
Washington,"Edmonds city, Washington",City
Washington,"Everett city, Washington",City
Washington,"Federal Way city, Washington",City
Washington,"Graham CDP, Washington",Census Defined Place (CDP)
Washington,"Issaquah city, Washington",City
Washington,"Kennewick city, Washington",City
Washington,"Kent city, Washington",City
Washington,"Kirkland city, Washington",City
Washington,"Lacey city, Washington",City
Washington,"Lake Stevens city, Washington",City
Washington,"Lakewood city, Washington",City
Washington,"Lynnwood city, Washington",City
Washington,"Maple Valley city, Washington",City
Washington,"Marysville city, Washington",City
Washington,"Mount Vernon city, Washington",City
Washington,"Olympia city, Washington",City
Washington,"Parkland CDP, Washington",Census Defined Place (CDP)
Washington,"Pasco city, Washington",City
Washington,"Pullman city, Washington",City
Washington,"Puyallup city, Washington",City
Washington,"Redmond city, Washington",City
Washington,"Renton city, Washington",City
Washington,"Richland city, Washington",City
Washington,"Sammamish city, Washington",City
Washington,"SeaTac city, Washington",City
Washington,"Seattle city, Washington",City
Washington,"Shoreline city, Washington",City
Washington,"South Hill CDP, Washington",Census Defined Place (CDP)
Washington,"Spokane Valley city, Washington",City
Washington,"University Place city, Washington",City
Washington,"Vancouver city, Washington",City
Washington,"Walla Walla city, Washington",City
Washington,"Yakima city, Washington",City
Wisconsin,"Brown County, Wisconsin",County
Wisconsin,"Dane County, Wisconsin",County
Wisconsin,"Eau Claire County, Wisconsin",County
Wisconsin,"Fond du Lac County, Wisconsin",County
Wisconsin,"Kenosha County, Wisconsin",County
Wisconsin,"La Crosse County, Wisconsin",County
Wisconsin,"Marathon County, Wisconsin",County
Wisconsin,"Outagamie County, Wisconsin",County
Wisconsin,"Walworth County, Wisconsin",County
Wisconsin,"Washington County, Wisconsin",County
Wisconsin,"Waukesha County, Wisconsin",County
Wisconsin,"Winnebago County, Wisconsin",County
Wisconsin,"Appleton city, Wisconsin",City
Wisconsin,"Brookfield city, Wisconsin",City
Wisconsin,"Eau Claire city, Wisconsin",City
Wisconsin,"Fitchburg city, Wisconsin",City
Wisconsin,"Fond du Lac city, Wisconsin",City
Wisconsin,"Franklin city, Wisconsin",City
Wisconsin,"Green Bay city, Wisconsin",City
Wisconsin,"Greenfield city, Wisconsin",City
Wisconsin,"Janesville city, Wisconsin",City
Wisconsin,"Kenosha city, Wisconsin",City
Wisconsin,"La Crosse city, Wisconsin",City
Wisconsin,"Madison city, Wisconsin",City
Wisconsin,"Manitowoc city, Wisconsin",City
Wisconsin,"Menomonee Falls village, Wisconsin",Village
Wisconsin,"Neenah city, Wisconsin",City
Wisconsin,"New Berlin city, Wisconsin",City
Wisconsin,"Oak Creek city, Wisconsin",City
Wisconsin,"Oshkosh city, Wisconsin",City
Wisconsin,"Stevens Point city, Wisconsin",City
Wisconsin,"Sun Prairie city, Wisconsin",City
Wisconsin,"Superior city, Wisconsin",City
Wisconsin,"Waukesha city, Wisconsin",City
Wisconsin,"Wauwatosa city, Wisconsin",City
Wisconsin,"West Allis city, Wisconsin",City
Wisconsin,"West Bend city, Wisconsin",City
Wyoming,"Casper city, Wyoming",City
Wyoming,"Gillette city, Wyoming",City
Wyoming,"Laramie city, Wyoming",City
